"Tipo de producto","Marca","Nombre de Fantasía","Denominación de venta","RNPA"
"Pastas secas y frescas, rellenas y sin relleno","Il Sole Alimentos","No registra","Pastas frescas rellenas con verdura y pollo supercongelada libre de gluten","02-522943"
"Pastas secas y frescas, rellenas y sin relleno","Il Sole Alimentos","No registra","Pastas frescas rellenas con verdura y pollo supercongeladas libre de gluten","02-522943"
"Pastas secas y frescas, rellenas y sin relleno","Il Sole Alimentos","No registra","Pastas frescas con papa supercongelada libre de gluten - Ñoquis","02-522946"
"Pastas secas y frescas, rellenas y sin relleno","Iprocar","No registra","Pastas frescas al huevo - Tallarines - Libre de gluten","10005161"
"Pastas secas y frescas, rellenas y sin relleno","Iprocar","No registra","Pastas frescas con espinaca - Tallarines - Libre de gluten","10005162"
"Pastas secas y frescas, rellenas y sin relleno","Iprocar","No registra","Pastas frescas - Ñoquis - Libre de de gluten","10005164"
"Pastas secas y frescas, rellenas y sin relleno","Iprocar","No registra","Pastas frescas rellenas - Ravioles con espinaca y carne - Libre de gluten","10005165"
"Pastas secas y frescas, rellenas y sin relleno","Iprocar","No registra","Pastas frescas rellenas - Ravioles de ricota y espinaca - Libre de gluten","10005166"
"Pastas secas y frescas, rellenas y sin relleno","Iprocar","No registra","Pastas frescas rellenas - Ravioles de ricota y nuez - Libre de gluten","10005167"
"Pastas secas y frescas, rellenas y sin relleno","Iprocar","No registra","Pastas frescas rellenas - Ravioles con quínoa, ricota y espinaca - Libre de gluten","10005168"
"Pastas secas y frescas, rellenas y sin relleno","Iprocar","No registra","Pastas frescas rellenas - Ravioles de jamón y pollo - Libre de gluten","10005169"
"Pastas secas y frescas, rellenas y sin relleno","Iprocar","No registra","Pastas frescas con espinaca - Ñoquis - Libre de gluten","10005170"
"Pastas secas y frescas, rellenas y sin relleno","Kohinoor","No registra","Fideos secos de harina de maíz capia, almidón de maíz y harina de quínoa - Tallarines - Libre de gluten","10006013"
"Pastas secas y frescas, rellenas y sin relleno","Kohinoor","No registra","Fideos secos de harina de maíz amarillo y almidón de maíz - Tallarines - Libre de gluten","10006014"
"Pastas secas y frescas, rellenas y sin relleno","Kohinoor","No registra","Fideos secos de harina de maíz morado y almidón de maíz - Tallarines - Libre de gluten","10006015"
"Pastas secas y frescas, rellenas y sin relleno","Kohinoor","No registra","Fideos secos de harina de maíz capia y almidón de maíz - Tallarines - Libre de gluten","10006016"
"Pastas secas y frescas, rellenas y sin relleno","Kohinoor","No registra","Fideos secos de harina de maíz morado, almidón de maíz y harina de quínoa - Tallarines - Libre de gluten","10006017"
"Pastas secas y frescas, rellenas y sin relleno","Manjar","No registra","Pastas frescas rellenas de verdura libre de gluten - ravioles de verdura","02-592602"
"Pastas secas y frescas, rellenas y sin relleno","Manjar","No registra","Pastas frescas rellenas de calabaza - Libre de gluten - Ravioles de calabaza","02-593231"
"Pastas secas y frescas, rellenas y sin relleno","Manjar","No registra","Pastas frescas rellenas de carne - Libre de gluten - Ravioles de carne","02-593232"
"Pastas secas y frescas, rellenas y sin relleno","Manjar","No registra","Pastas frescas - Libre de gluten - Tallarines","02-593233"
"Pastas secas y frescas, rellenas y sin relleno","Manjar","No registra","Pastas frescas - Libre de gluten - Ñoquis","02-593234"
"Pastas secas y frescas, rellenas y sin relleno","Mar - Pac","No registra","Fideos. Libre de gluten","21-091281"
"Pastas secas y frescas, rellenas y sin relleno","Nani","Mostacholes-tirabuzones-coditos-caracolitos-dedalitos-macarrones-tubitos-nidos-cabello de ángel-soperos","Fideos secos de harina de maíz fortificados con vitaminas del grupo B, zinc y vitamina A libre de gluten","21-104826"
"Pastas secas y frescas, rellenas y sin relleno","Nani","Mostacholes-Tirabuzones-Coditos-Caracolitos-Dedalitos-Macarrones-Tubitos-Soperos","Fideos secos de harina de maíz libre de gluten","21-102246"
"Pastas secas y frescas, rellenas y sin relleno","Nani","Mostacholes, tirabuzones, coditos, caracolitos, dedalitos, macarrones, tubitos, nidos, cabello de ángel, soperos","Fideos secos de harina de arroz y almidón de maíz fortificados con vitaminas del grupo B, zinc y vitamina A, libre de gluten","21-104838"
"Pastas secas y frescas, rellenas y sin relleno","Nani","Mostacholes-tirabuzones-coditos-caracolitos-dedalitos-macarrones-tubitos-nidos-cabello de ángel-soperos","Fideos secos de harina de arroz y almidón de maíz con espinaca fortificados con vitaminas del grupo B, zinc y vitamina A libre de gluten","21-104837"
"Pastas secas y frescas, rellenas y sin relleno","Nani","Mostacholes-tirabuzones-coditos-caracolitos-dedalitos-macarrones-tubitos-nidos-cabellos de ángel-soperos","Fideos secos de harina de arroz y almidón de maíz con morrones fortificados con vitaminas del grupo B, zinc y vitamina A libre de gluten","21-104836"
"Pastas secas y frescas, rellenas y sin relleno","Nani","No registra","Fideos secos de harina de arroz con espinaca libre de gluten sin TACC","21-095051"
"Pastas secas y frescas, rellenas y sin relleno","Nani","No registra","Fideos secos de harina de arroz con huevo libre de gluten sin TACC","21-095050"
"Pastas secas y frescas, rellenas y sin relleno","Nani","No registra","Fideos secos de harina de arroz con morrones libre de gluten sin TACC","21-095052"
"Pastas secas y frescas, rellenas y sin relleno","Nani","No registra","Fideos secos de harina de arroz libre de gluten sin TACC","21-095053"
"Pastas secas y frescas, rellenas y sin relleno","Nani","Mostacholes, tirabuzones, coditos, caracolitos, dedalitos, macarrones, tubitos, nidos, cabello de ángel, sopero","Fideos secos de harina de arroz y almidón de maíz con huevo fortificados con vitaminas del grupo B, zinc y vitamina A libre de gluten","21-104849"
"Pastas secas y frescas, rellenas y sin relleno","No registra","Vive Verde","Fideos secos de harina de maíz capia, almidón de maíz y harina de quínoa - Tallarines - Libre de gluten","10006008"
"Pastas secas y frescas, rellenas y sin relleno","No registra","Vive Verde","Fideos secos de harina de maíz amarillo y almidón de maíz - Tallarines - Libre de gluten","10006009"
"Pastas secas y frescas, rellenas y sin relleno","No registra","Vive Verde","Fideos secos de harina de maíz morado y almidón de maíz - Tallarines - Libre de gluten","10006010"
"Pastas secas y frescas, rellenas y sin relleno","No registra","Vive Verde","Fideos secos de harina de maíz capia y almidón de maíz - Tallarines - Libre de gluten","10006011"
"Pastas secas y frescas, rellenas y sin relleno","No registra","Vive Verde","Fideos secos de harina de maíz morado, almidón de maíz y harina de quínoa - Tallarines - Libre de gluten","10006012"
"Pastas secas y frescas, rellenas y sin relleno","Nutribien","No registra","Fideos de harina de arroz libre de gluten","21-099319"
"Pastas secas y frescas, rellenas y sin relleno","Nutribien","No registra","Fideos secos de harina de arroz con espinaca libre de gluten","21-099292"
"Pastas secas y frescas, rellenas y sin relleno","Nutribien","No registra","Fideos secos de harina de arroz con huevo libre de gluten","21-099291"
"Pastas secas y frescas, rellenas y sin relleno","Nutribien","No registra","Fideos secos de harina de arroz con morrones libre de gluten","21-099279"
"Pastas secas y frescas, rellenas y sin relleno","Olive","Ravioles de jamón y muzzarella - Libre de gluten","Pastas frescas rellenas: ravioles de jamón cocido y queso muzzarella - Libre de gluten","13044246"
"Pastas secas y frescas, rellenas y sin relleno","Olive","Sorrentinos de jamón y muzzarella - Libre de gluten","Pastas frescas rellenas: sorrentinos de jamón cocido y queso muzzarella - Libre de gluten","13044245"
"Pastas secas y frescas, rellenas y sin relleno","Oroxline","Corn Starch Vermicelli","Producto elaborado a base de almidón de maíz con agua. Libre de gluten","830001"
"Pastas secas y frescas, rellenas y sin relleno","Padoan","No registra","Fideos secos de harina de arroz con espinaca libre de gluten sin TACC","21-095946"
"Pastas secas y frescas, rellenas y sin relleno","Padoan","No registra","Fideos secos de harina de arroz con huevo libre de gluten sin TACC","21-095880"
"Pastas secas y frescas, rellenas y sin relleno","Padoan","No registra","Fideos secos de harina de arroz con morrones libre de gluten sin TACC","21-095881"
"Pastas secas y frescas, rellenas y sin relleno","Padoan","No registra","Fideos secos de harina de arroz libre de gluten sin TACC","21-095947"
"Pastas secas y frescas, rellenas y sin relleno","Pasta D'Oro","Spaghetti, Fettucine, Penne Rigate, Fussilli y otras","Pasta de harina de maíz. Libre de gluten","760002"
"Pastas secas y frescas, rellenas y sin relleno","Pastarroz","No registra","Alimento a base de arroz y espinaca - Spaghetti de arroz con espinaca - Libre de gluten sin TACC","02-570343"
"Pastas secas y frescas, rellenas y sin relleno","Pastarroz","No registra","Alimento a base de arroz, tomate y albahaca - Spaghetti de arroz con tomate y albahaca - Libre de gluten sin TACC","02-570344"
"Pastas secas y frescas, rellenas y sin relleno","Pastarroz","No registra","Alimento a base de arroz y ciboulette - Libre de gluten sin TACC","02-570345"
"Pastas secas y frescas, rellenas y sin relleno","Pastarroz","No registra","Alimento a base de harina de arroz, libre de gluten - Fideos spaghetti de arroz (se expenderá en las variedades: finos y gruesos)","02-567546"
"Pastas secas y frescas, rellenas y sin relleno","Ravioles de ricota y jamón cocido - Libre de gluten","Átomo","Pastas frescas rellenas: ravioles de ricota y jamón cocido - Libre de gluten","13041999"
"Pastas secas y frescas, rellenas y sin relleno","Ruca Umel","Creppes","Canelones rellenos con verduras, ricota, jamón, queso y pollo, con salsas libres de gluten. Sin TACC","16007966"
"Pastas secas y frescas, rellenas y sin relleno","Ruca Umel","Ñoquis","Pasta fresca: ñoquis. Libres de gluten. Sin TACC","16007965"
"Pastas secas y frescas, rellenas y sin relleno","Ruca Umel","Tallarines al huevo","Tallarines al huevo congelados libre de gluten","16009806"
"Pastas secas y frescas, rellenas y sin relleno","Saber Comer","No registra","Pastas frescas rellenas sorrentinos de jamón cocido y queso - Libre de gluten","13042246"
"Pastas secas y frescas, rellenas y sin relleno","Saboreando Misiones","Fideos - Libre de gluten","Pastas frescas - Libre de gluten","14025251"
"Pastas secas y frescas, rellenas y sin relleno","Schär","Penne","Pasta de harina de maíz y arroz. Libre de gluten","710005"
"Pastas secas y frescas, rellenas y sin relleno","Schär","Spaghetti","Pasta de harina de maíz y arroz. Libre de gluten","710001"
"Pastas secas y frescas, rellenas y sin relleno","Schär","Fusilli","Pasta de harina de maíz y arroz. Libre de gluten","710004"
"Pastas secas y frescas, rellenas y sin relleno","Silvina Rumi - Alimentos Sin T.A.C.C.","No registra","Fideos frescos tipo caseros - Libre de gluten","02-583342"
"Pastas secas y frescas, rellenas y sin relleno","Soyarroz","No registra","Producto a base de arroz y de maíz, libre de gluten - Tipo fideos secos con maíz","02-528538"
"Pastas secas y frescas, rellenas y sin relleno","Soyarroz","No registra","Producto a base de arroz y espinaca, libre de gluten - Tipo fideos secos con espinaca","02-528544"
"Pastas secas y frescas, rellenas y sin relleno","Soyarroz","No registra","Producto a base de arroz y morrón tipo fideos secos con morrones - Libre de gluten","02-528545"
"Pastas secas y frescas, rellenas y sin relleno","Soyarroz","No registra","Producto elaborado a base de arroz integral, libre de gluten","02-530921"
"Pastas secas y frescas, rellenas y sin relleno","Soyarroz - Tradicional - Fideos de arroz","No registra","Producto elaborado a base de arroz integral - Libre de gluten","02-533099"
"Pastas secas y frescas, rellenas y sin relleno","Themba","No registra","Pastas frescas rellenas. Libre de gluten. Sin TACC","21-093360"
"Pastas secas y frescas, rellenas y sin relleno","Themba","No registra","Pastas frescas rellenas. Libre de gluten. Sin TACC","21-093535"
"Pastas secas y frescas, rellenas y sin relleno","Themba","No registra","Pastas frescas rellenas. Libre de gluten. Sin TACC","21-093536"
"Pastas secas y frescas, rellenas y sin relleno","Tío Yaco","Fideos al huevo","Pastas frescas con huevo sobrecongelados - Libre de gluten sin TACC","19010452"
"Pastas secas y frescas, rellenas y sin relleno","Tío Yaco","Ñoquis de papa","Pastas frescas sobrecongeladas tipo ñoquis - Libre de gluten - Sin TACC","19010451"
"Pastas secas y frescas, rellenas y sin relleno","Tío Yaco","Ravioles 4 quesos","Pasta fresca rellena sobrecongelada: ravioles. Libre de gluten - sin TACC","19010647"
"Pastas secas y frescas, rellenas y sin relleno","Tío Yaco","Ravioles de pollo-espinaca","Pasta fresca rellena tipo ravioles sobre congelada con relleno de pollo y espinaca - Libre de gluten - Sin TACC materia grasa 5,71%","19010233"
"Pastas secas y frescas, rellenas y sin relleno","Tío Yaco","Ravioles de pollo-ricotta","Pastas frescas rellenas tipo ravioles - Libre de gluten - Sin TACC","19010252"
"Pastas secas y frescas, rellenas y sin relleno","Tío Yaco","Ravioles de ricotta","Pasta fresca rellena tipo ravioles sobre congelada - Libre de gluten - Sin TACC","19010222"
"Pastas secas y frescas, rellenas y sin relleno","Tío Yaco","Sorrentinos de jamón y queso","Pasta fresca rellena sobre congelada con relleno de jamón y queso - Libre de gluten - Sin TACC materia grasa 9,12%","19010232"
"Pastas secas y frescas, rellenas y sin relleno","Vida Libre","No registra","Pasta fresca tallarines de almidón de maíz al huevo libre de gluten","21-102389"
"Pastas secas y frescas, rellenas y sin relleno","Wakas - Gluten Free - Multicereal Con Amaranto","No registra","Pasta seca a base de harinas de arroz, maÍz precocida y amaranto, libre de gluten","02-591701"
"Pastas secas y frescas, rellenas y sin relleno","Wakas - Gluten Free - Multicereal Con Maíz","No registra","Pasta seca a base de harinas de arroz y maíz precocida, libre de gluten","02-591700"
"Postres, flanes y helados listos para consumir","Amanecer","No registra","Postre sabor chocolate libre de gluten","02-567881"
"Postres, flanes y helados listos para consumir","Amanecer","No registra","Postre sabor vainilla libre de gluten","02-567882"
"Postres, flanes y helados listos para consumir","Amanecer","No registra","Postre sabor dulce de leche libre de gluten","02-567883"
"Postres, flanes y helados listos para consumir","Bajo cero","Postre tentación","Postre helado con helado de dulce de leche, helado de chocolate, helado de americana, dulce de leche repostero, merengues y glasse de chocolate - Libre de gluten","21-105810"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Crema helada de fantasía libre de gluten sin TACC","21-085980"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Crema helada de frutilla libre de gluten sin TACC","21-085987"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Crema helada sabor chantilly con frutillas libre de gluten sin TACC","21-085958"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Crema helada sabor limón libre de gluten sin TACC","21-094200"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado a la crema con frutos del bosque libre de gluten sin TACC","21-091685"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado de chocolate con almendras libre de gluten sin TACC","21-085999"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado de chocolate libre de gluten sin TACC","21-085959"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado de dulce de leche con trozos de bombones libre de gluten sin TACC","21-085990"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado de dulce de leche libre de gluten sin TACC","21-085984"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado de frutilla al agua libre de gluten sin TACC","21-085988"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado de limón al agua libre de gluten sin TACC","21-085956"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado granizado libre de gluten sin TACC","21-085989"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado sabor chantilly libre de gluten sin TACC","21-085954"
"Postres, flanes y helados listos para consumir","Bajo Cero","No registra","Helado sabor banana con dulce de leche libre de gluten sin TACC","21-085961"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de mousse de limón - libre de gluten","02-593672"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de mousse de maracuyá -libre de gluten","02-593674"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de mousse de maracuyá -libre de gluten","02-593674"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de mousse de limón - libre de gluten","02-593672"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de dulce de leche granizado - Libre de gluten","02-568331"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de dulce de leche con almendra - Libre de gluten","02-568333"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de mascarpone con frutos rojos - Libre de gluten","02-568335"
"Postres, flanes y helados listos para consumir","Blake","No registra","Helado de agua de limón - Libre de gluten","02-568337"
"Postres, flanes y helados listos para consumir","Blake","No registra","Postre helado a base de crema helada de vainilla, crema helada de chocolate y crema helada de frutilla - Casata tricolor - Libre de gluten","02-572805"
"Postres, flanes y helados listos para consumir","Blake","No registra","Postre helado almendrado - Libre de gluten","02-572809"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada americana rellena con dulce de leche y bañada con cobertura de chocolate con leche - Bombón escocés - Libre de gluten","02-572810"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de chocolate rellena con dulce de leche y bañada con cobertura de chocolate con leche - Bombón suizo - Libre de gluten","02-572812"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de banana split - Libre de gluten","02-575698"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de sambayón - Libre de gluten","02-575807"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de ananá al chantilly - Libre de gluten","02-588018"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de durazno al chantilly - Libre de gluten","02-588020"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de frutillas a la reina - Libre de gluten","02-588022"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada americana granizada - Libre de gluten","02-588024"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de menta granizada - Libre de gluten","02-588026"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de mousse de dulce de leche - Libre de gluten","02-588030"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de dulce de leche con dulce de leche - Libre de gluten","02-588032"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de dulce de leche con almendras castañas de cajú y nueces - Libre de gluten","02-588034"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de chocolate con pasta rocher - Libre de gluten","02-588036"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de chocolate con bombones marroc - Libre de gluten","02-590330"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de chocolate con pasas de uva al rhum - Libre de gluten","02-590331"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de frutilla - Libre de gluten","02-581102"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de chocolate - Libre de gluten","02-581104"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de chocolate amargo - Libre de gluten","02-581106"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de chocolate con dulce de leche - Libre de gluten","02-581108"
"Postres, flanes y helados listos para consumir","Blake","No registra","Crema helada de mousse de chocolate - Libre de gluten","02-581109"
"Postres, flanes y helados listos para consumir","Blake - Tentación","No registra","Crema helada de dulce de leche con bombones de dulce de leche - Libre de gluten","02-588028"
"Postres, flanes y helados listos para consumir","Body Vida - Arroz con leche clásico","No registra","Arroz con leche fortificado con vitaminas A y D - Libre de gluten","02-572698"
"Postres, flanes y helados listos para consumir","Body Vida - Arroz con leche con canela","No registra","Arroz con leche con canela fortificada con vitaminas A y D - Libre de gluten","02-572703"
"Postres, flanes y helados listos para consumir","Body Vida - Arroz con leche con dulce de leche","No registra","Arroz con leche con dulce de leche fortificado con vitaminas A y D. Libre de gluten","02-572699"
"Postres, flanes y helados listos para consumir","Cotagú","No registra","Postre sabor a chocolate. Libre de gluten","025/080000523/068"
"Postres, flanes y helados listos para consumir","Cotagú","No registra","Postre sabor a dulce de leche libre de gluten","025/080000523/069"
"Postres, flanes y helados listos para consumir","Cotagú","No registra","Flan sabor a vainilla libre de gluten","025/080000523/066"
"Postres, flanes y helados listos para consumir","Cotagú","No registra","Postre sabor a vainilla libre de gluten","025/080000523/067"
"Postres, flanes y helados listos para consumir","Cremigal","Postre sabor dulce de leche","Postre lácteo sabor dulce de leche. Libre de gluten","025/08000161/040"
"Postres, flanes y helados listos para consumir","Cremigal","Postre sabor vainilla","Postre lácteo sabor vainilla. Libre de gluten","025/08000161/038"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema rusa - Libre de gluten","02-566654"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de chocolate blanco - Libre de gluten","02-566655"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema chocolate bariloche - Libre de gluten","02-566656"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema sabor mousse de chocolate libre de gluten","02-566657"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema del cielo - Libre de gluten","02-566673"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema sabor chantilly con higos en almíbar y coñac - Crema de higo al coñac - Libre de gluten","02-566674"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de almendras - Libre de gluten","02-566675"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado mousse de limón - Libre de gluten","02-566676"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de banana con dulce de leche - Banadul - Libre de gluten","02-566677"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema granizada - Libre de gluten","02-566803"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de dulce de leche granizado - Libre de gluten","02-566804"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema sabor a menta con chocolate semi amargo - Menta granizada - Libre de gluten","02-566805"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de chocolate con dulce de leche y rhum - Chocodul - Libre de gluten","02-573718"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de chocolate con almendras - Libre de gluten","02-580867"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de chocolate suizo - Libre de gluten","02-580869"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de chocolate amargo - Libre de gluten","02-580871"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado sabor marroc - Libre de gluten","02-589700"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado sabor mantecol - Libre de gluten","02-589701"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de agua de frambuesa - Libre de gluten","02-562285"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de cereza - Libre de gluten","02-520282"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de agua de limón granizado con chocolate - Libre de gluten","02-520285"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de dulce de leche - Libre de gluten","02-520295"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de frutilla - Libre de gluten","02-520296"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de vainilla - Libre de gluten","02-520297"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema con sabor chantilly - Libre de gluten","02-520298"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de chocolate libre de gluten","02-520299"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema sabor chantillí con crocante de almendras y rhum - Crocantino al rhum - Libre de gluten","02-522963"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema de vainilla con caramelo - Tipo flan - Libre de gluten","02-522964"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema sabor a chantillí con quinotos y whisky - Quinotos al whisky- Libre de gluten","02-522965"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado sabor a coco con dulce de leche cocodul - libre de gluten","02-593610"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema con dulce de leche, galletitas de chocolate y chocolate semi-amargo - cookies - libre de gluten","02-593595"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado sabor maracuyá - libre de gluten","02-593596"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de dulce de leche tres sensaciones - libre de gluten","02-593597"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de crema con dulce de leche, galletitas de chocolate y chocolate semi-amargo - cookies - libre de gluten","02-593595"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado sabor maracuyá - libre de gluten","02-593596"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado de dulce de leche tres sensaciones - libre de gluten","02-593597"
"Postres, flanes y helados listos para consumir","Cremolatti","No registra","Helado sabor a coco con dulce de leche cocodul - libre de gluten","02-593610"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a chocolate blanco con dulce de leche libre de gluten","02-593708"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a frutilla a la crema - libre de gluten","02-594175"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a frutilla a la crema - libre de gluten","02-594175"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a chocolate blanco con dulce de leche libre de gluten","02-593708"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a alfajor de chocolate - Libre de gluten","02-561745"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a dulce de leche. Libre de gluten","02-505425"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a crema americana libre de gluten","02-519754"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a chocolate bocadito libre de gluten - Sin TACC","02-523330"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a bombón de chocolate - Libre de gluten","02-533502"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a chocolate amargo libre de gluten","02-559087"
"Postres, flanes y helados listos para consumir","Danette","No registra","Flan sin huevo sabor vainilla libre de gluten","02-559103"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor dulzura de chocolate - Libre de gluten","02-564506"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a chocolate marroc - Libre de gluten","02-564748"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a chocolate tipo suizo - Libre de gluten","02-567661"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a almendra libre de gluten","02-572462"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a crema americana con salsa sabor dulce de leche. Libre de gluten","02-572495"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a dulce de leche y coco libre de gluten","02-582940"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a dulce de leche con chocolate libre de gluten","02-584155"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a alfajor de dulce de leche. Libre de gluten","02-584866"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a chocolate con frutilla - Libre de gluten","02-585005"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a dulce de leche y nuez - Libre de gluten","02-588612"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor chocolate y almendras. Libre de gluten","02-588723"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a torta de coco y dulce de leche libre de gluten - Torta de coco y dulce de leche","02-589407"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor chocotorta libre de gluten - Sabor chocotorta","02-589564"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a chocolate libre de gluten","02-505400"
"Postres, flanes y helados listos para consumir","Danette","No registra","Postre sabor a vainilla, libre de gluten","02-505437"
"Postres, flanes y helados listos para consumir","Danette - Duplette","No registra","Postre sabor cheese cake con salsa sabor frutos rojos - Libre de gluten","02-562925"
"Postres, flanes y helados listos para consumir","Danette - Duplette","No registra","Postre sabor cheese cake con salsa sabor frutos rojos - Libre de gluten","02-562925"
"Postres, flanes y helados listos para consumir","Danette Chococremme Avellets","No registra","Postre sabor a crema de avellanas libre de gluten","02-527496"
